negatives
"frozenset({'Q13155', 'AndrogenReceptor', 'P46940'})"
"frozenset({'Q9NVX2', 'P11586', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P16144', 'O00459'})"
"frozenset({'Q96L91', 'AndrogenReceptor', 'Q92769'})"
"frozenset({'P31946', 'Q9UJM3', 'AndrogenReceptor'})"
"frozenset({'Q96PU5', 'AndrogenReceptor', 'Q9Y243'})"
"frozenset({'Q6PIW4', 'AndrogenReceptor', 'Q6ZWK4'})"
"frozenset({'P05231', 'P16234', 'AndrogenReceptor'})"
"frozenset({'P55769', 'AndrogenReceptor', 'P36578'})"
"frozenset({'Q8N349', 'P32121', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9BSI4', 'Q86XF0'})"
"frozenset({'AndrogenReceptor', 'P50213', 'P40926'})"
"frozenset({'O75593', 'AndrogenReceptor', 'Q13485'})"
"frozenset({'O14929', 'AndrogenReceptor', 'Q16548'})"
"frozenset({'Q86Y39', 'AndrogenReceptor', 'O95178'})"
"frozenset({'Q9P2B7', 'AndrogenReceptor', 'P12235'})"
"frozenset({'Q16851', 'Q8WUI4', 'AndrogenReceptor'})"
"frozenset({'P46782', 'Q8NI36', 'AndrogenReceptor'})"
"frozenset({'O75084', 'O75487', 'AndrogenReceptor'})"
"frozenset({'Q2TBE0', 'AndrogenReceptor', 'P14373'})"
"frozenset({'Q6L8G9', 'P14770', 'AndrogenReceptor'})"
"frozenset({'P13667', 'AndrogenReceptor', 'O75147'})"
"frozenset({'Q13619', 'AndrogenReceptor', 'Q9H9Q2'})"
"frozenset({'Q5TYW2', 'O95644', 'AndrogenReceptor'})"
"frozenset({'P49450', 'P13010', 'AndrogenReceptor'})"
"frozenset({'P62316', 'O95782', 'AndrogenReceptor'})"
"frozenset({'Q03001', 'AndrogenReceptor', 'P25054'})"
"frozenset({'P01106', 'Q96NE9', 'AndrogenReceptor'})"
"frozenset({'Q7L0Q8', 'AndrogenReceptor', 'Q8TEW6'})"
"frozenset({'AndrogenReceptor', 'P30153', 'Q9NY47'})"
"frozenset({'Q86VP6', 'AndrogenReceptor', 'O95292'})"
"frozenset({'Q9H7E2', 'Q9Y5S9', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9BXL6', 'P05771'})"
"frozenset({'P51114', 'AndrogenReceptor', 'Q5T6F2'})"
"frozenset({'P67775', 'AndrogenReceptor', 'Q9Y243'})"
"frozenset({'AndrogenReceptor', 'Q9BXA7', 'P54652'})"
"frozenset({'O94842', 'Q9BWJ5', 'AndrogenReceptor'})"
"frozenset({'Q16531', 'AndrogenReceptor', 'Q66K64'})"
"frozenset({'P51787', 'P0DP25', 'AndrogenReceptor'})"
"frozenset({'P53350', 'AndrogenReceptor', 'O60260'})"
"frozenset({'O75531', 'Q8WUZ0', 'AndrogenReceptor'})"
"frozenset({'P32121', 'P35221', 'AndrogenReceptor'})"
"frozenset({'Q13619', 'Q5T6F0', 'AndrogenReceptor'})"
"frozenset({'P31946', 'AndrogenReceptor', 'P42695'})"
"frozenset({'AndrogenReceptor', 'Q8N0W7', 'Q9HCG8'})"
"frozenset({'Q5RKV6', 'Q15047', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P29558', 'O60828'})"
"frozenset({'Q99496', 'Q9NUQ8', 'AndrogenReceptor'})"
"frozenset({'Q99880', 'P56524', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P83916', 'Q9UBC3'})"
"frozenset({'Q8TF65', 'AndrogenReceptor', 'P23497'})"
"frozenset({'AndrogenReceptor', 'P62837', 'Q712K3'})"
"frozenset({'Q68D86', 'AndrogenReceptor', 'Q9HD26'})"
"frozenset({'P07737', 'Q9H0R8', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P63211', 'P01116'})"
"frozenset({'P49736', 'AndrogenReceptor', 'Q9Y468'})"
"frozenset({'P62873', 'O60403', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9UNH5', 'Q13042'})"
"frozenset({'Q9UHR5', 'Q7Z6Z7', 'AndrogenReceptor'})"
"frozenset({'Q9Y5V3', 'AndrogenReceptor', 'P41252'})"
"frozenset({'AndrogenReceptor', 'A5D8T8', 'Q66LE6'})"
"frozenset({'Q9NWH9', 'AndrogenReceptor', 'Q15149'})"
"frozenset({'P62310', 'AndrogenReceptor', 'Q9H0B6'})"
"frozenset({'Q13555', 'AndrogenReceptor', 'Q4G163'})"
"frozenset({'AndrogenReceptor', 'O60443', 'Q96CG3'})"
"frozenset({'P09769', 'AndrogenReceptor', 'P40763'})"
"frozenset({'AndrogenReceptor', 'Q9H1C7', 'Q17RD7'})"
"frozenset({'AndrogenReceptor', 'Q9UBS5', 'P09471'})"
"frozenset({'P61960', 'AndrogenReceptor', 'Q9NPF4'})"
"frozenset({'Q6PEX3', 'AndrogenReceptor', 'Q8WTR4'})"
"frozenset({'Q9Y3C7', 'Q9H6R7', 'AndrogenReceptor'})"
"frozenset({'P42285', 'AndrogenReceptor', 'Q9C0B0'})"
"frozenset({'P62314', 'AndrogenReceptor', 'Q9UQ35'})"
"frozenset({'P25963', 'AndrogenReceptor', 'Q69YQ0'})"
"frozenset({'P52272', 'AndrogenReceptor', 'P78362'})"
"frozenset({'P37840', 'P07437', 'AndrogenReceptor'})"
"frozenset({'P38398', 'AndrogenReceptor', 'Q3B820'})"
"frozenset({'O43915', 'AndrogenReceptor', 'P11362'})"
"frozenset({'AndrogenReceptor', 'Q9NRC8', 'Q2NL82'})"
"frozenset({'P01566', 'P10912', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O94921', 'O75581'})"
"frozenset({'P12532', 'AndrogenReceptor', 'P18669'})"
"frozenset({'P23246', 'Q9H0W5', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q13162', 'P22736'})"
"frozenset({'Q9BSE4', 'AndrogenReceptor', 'Q5J8X5'})"
"frozenset({'Q9UK17', 'AndrogenReceptor', 'Q9Y679'})"
"frozenset({'AndrogenReceptor', 'Q13105', 'O14641'})"
"frozenset({'Q08945', 'AndrogenReceptor', 'P01730'})"
"frozenset({'Q9UNZ2', 'Q6P996', 'AndrogenReceptor'})"
"frozenset({'P61586', 'Q92499', 'AndrogenReceptor'})"
"frozenset({'Q08ER8', 'AndrogenReceptor', 'P60371'})"
"frozenset({'P55957', 'Q99459', 'AndrogenReceptor'})"
"frozenset({'P09874', 'AndrogenReceptor', 'Q9NTX7'})"
"frozenset({'Q13526', 'Q13950', 'AndrogenReceptor'})"
"frozenset({'O14836', 'AndrogenReceptor', 'Q12933'})"
"frozenset({'Q8ND90', 'AndrogenReceptor', 'Q8TBB1'})"
"frozenset({'Q9NY15', 'Q9NZ52', 'AndrogenReceptor'})"
"frozenset({'Q9BZE9', 'Q14CS0', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P31785', 'O60674'})"
"frozenset({'AndrogenReceptor', 'P50402', 'Q99963'})"
"frozenset({'Q9NZS9', 'AndrogenReceptor', 'Q9C0B0'})"
"frozenset({'P53350', 'AndrogenReceptor', 'Q9UKA1'})"
"frozenset({'Q6A162', 'AndrogenReceptor', 'O95671'})"
"frozenset({'AndrogenReceptor', 'Q9UGP4', 'P10276'})"
"frozenset({'Q9Y2V7', 'AndrogenReceptor', 'P55081'})"
"frozenset({'Q16695', 'Q6WCQ1', 'AndrogenReceptor'})"
"frozenset({'Q9NP79', 'P49840', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P17936', 'Q14181'})"
"frozenset({'AndrogenReceptor', 'Q96JG6', 'O00233'})"
"frozenset({'P04183', 'Q5VU43', 'AndrogenReceptor'})"
"frozenset({'Q16659', 'P60174', 'AndrogenReceptor'})"
"frozenset({'Q00653', 'P62280', 'AndrogenReceptor'})"
"frozenset({'Q06124', 'P43630', 'AndrogenReceptor'})"
"frozenset({'Q13595', 'AndrogenReceptor', 'Q00534'})"
"frozenset({'Q8WZ74', 'P40227', 'AndrogenReceptor'})"
"frozenset({'P16234', 'AndrogenReceptor', 'P05230'})"
"frozenset({'P32242', 'AndrogenReceptor', 'O76014'})"
"frozenset({'Q15910', 'AndrogenReceptor', 'P35222'})"
"frozenset({'P23229', 'P05106', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q13285', 'P22626'})"
"frozenset({'P61244', 'AndrogenReceptor', 'P42766'})"
"frozenset({'AndrogenReceptor', 'Q9BZI7', 'Q9H1J1'})"
"frozenset({'Q04206', 'AndrogenReceptor', 'Q15022'})"
"frozenset({'P61978', 'Q13151', 'AndrogenReceptor'})"
"frozenset({'P17096', 'P32519', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O94808', 'Q9NUX5'})"
"frozenset({'O00217', 'O95168', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q5T6C5', 'Q9UPT9'})"
"frozenset({'Q15717', 'Q969R2', 'AndrogenReceptor'})"
"frozenset({'P38398', 'Q4VC44', 'AndrogenReceptor'})"
"frozenset({'Q13618', 'Q9Y5X1', 'AndrogenReceptor'})"
"frozenset({'Q9UBU9', 'AndrogenReceptor', 'P49639'})"
"frozenset({'O00327', 'Q96EB6', 'AndrogenReceptor'})"
"frozenset({'Q9UKJ5', 'AndrogenReceptor', 'Q96EG3'})"
"frozenset({'AndrogenReceptor', 'Q13490', 'P25942'})"
"frozenset({'P30530', 'P16885', 'AndrogenReceptor'})"
"frozenset({'P41240', 'Q07666', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P60484', 'P58166'})"
"frozenset({'AndrogenReceptor', 'P08069', 'Q92560'})"
"frozenset({'P61254', 'AndrogenReceptor', 'Q8TDN6'})"
"frozenset({'Q13409', 'Q02952', 'AndrogenReceptor'})"
"frozenset({'P08621', 'Q9Y383', 'AndrogenReceptor'})"
"frozenset({'P31785', 'AndrogenReceptor', 'P01563'})"
"frozenset({'Q14203', 'AndrogenReceptor', 'P51955'})"
"frozenset({'AndrogenReceptor', 'P51858', 'Q13765'})"
"frozenset({'Q16629', 'AndrogenReceptor', 'O95218'})"
"frozenset({'P04844', 'AndrogenReceptor', 'P54829'})"
"frozenset({'O95622', 'AndrogenReceptor', 'P41220'})"
"frozenset({'Q92734', 'AndrogenReceptor', 'Q9P2H0'})"
"frozenset({'O94906', 'O43615', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P62258', 'Q9UKV0'})"
"frozenset({'O43639', 'AndrogenReceptor', 'O43150'})"
"frozenset({'Q9NVF7', 'Q9UKX7', 'AndrogenReceptor'})"
"frozenset({'P08238', 'AndrogenReceptor', 'O15525'})"
"frozenset({'Q9UBE8', 'AndrogenReceptor', 'Q13616'})"
"frozenset({'AndrogenReceptor', 'P26715', 'O95183'})"
"frozenset({'Q9NPH2', 'P30084', 'AndrogenReceptor'})"
"frozenset({'O95471', 'AndrogenReceptor', 'P56747'})"
"frozenset({'AndrogenReceptor', 'Q09472', 'P06733'})"
"frozenset({'P15927', 'P35249', 'AndrogenReceptor'})"
"frozenset({'P09651', 'AndrogenReceptor', 'P25705'})"
"frozenset({'P62888', 'AndrogenReceptor', 'P39019'})"
"frozenset({'Q86VI1', 'AndrogenReceptor', 'Q7Z3Y8'})"
"frozenset({'Q9Y2B0', 'AndrogenReceptor', 'Q96BK5'})"
"frozenset({'P28702', 'P25098', 'AndrogenReceptor'})"
"frozenset({'P05000', 'AndrogenReceptor', 'P78552'})"
"frozenset({'Q9NRD1', 'AndrogenReceptor', 'Q9UBF2'})"
"frozenset({'AndrogenReceptor', 'O43427', 'Q9BTV7'})"
"frozenset({'O94782', 'A6NMY6', 'AndrogenReceptor'})"
"frozenset({'P19320', 'AndrogenReceptor', 'P52907'})"
"frozenset({'AndrogenReceptor', 'A4UGR9', 'P20929'})"
"frozenset({'Q6ZQN5', 'AndrogenReceptor', 'Q92538'})"
"frozenset({'P31749', 'O14757', 'AndrogenReceptor'})"
"frozenset({'P08069', 'AndrogenReceptor', 'P62993'})"
"frozenset({'O60739', 'AndrogenReceptor', 'P29692'})"
"frozenset({'AndrogenReceptor', 'O95373', 'Q86VP6'})"
"frozenset({'Q9Y6I9', 'AndrogenReceptor', 'O96017'})"
"frozenset({'P33991', 'Q00613', 'AndrogenReceptor'})"
"frozenset({'Q14203', 'P61019', 'AndrogenReceptor'})"
"frozenset({'Q8IYR0', 'Q01546', 'AndrogenReceptor'})"
"frozenset({'Q9Y5V3', 'Q8IYR0', 'AndrogenReceptor'})"
"frozenset({'Q13618', 'P0DP24', 'AndrogenReceptor'})"
"frozenset({'P98170', 'P36896', 'AndrogenReceptor'})"
"frozenset({'Q13247', 'AndrogenReceptor', 'Q92905'})"
"frozenset({'P27695', 'AndrogenReceptor', 'P78362'})"
"frozenset({'P33993', 'AndrogenReceptor', 'Q6IE81'})"
"frozenset({'Q16625', 'P29016', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q96QZ7', 'P41743'})"
"frozenset({'AndrogenReceptor', 'Q86YP4', 'P68431'})"
"frozenset({'Q16695', 'AndrogenReceptor', 'P49959'})"
"frozenset({'AndrogenReceptor', 'Q92598', 'P35240'})"
"frozenset({'Q9P2K1', 'AndrogenReceptor', 'Q8IYB1'})"
"frozenset({'P35626', 'AndrogenReceptor', 'Q8NG77'})"
"frozenset({'Q9UI14', 'AndrogenReceptor', 'Q96D21'})"
"frozenset({'Q8NH21', 'P25098', 'AndrogenReceptor'})"
"frozenset({'Q9NPY3', 'Q53QZ3', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O14920', 'O60641'})"
"frozenset({'O43684', 'O75554', 'AndrogenReceptor'})"
"frozenset({'O43847', 'AndrogenReceptor', 'Q9Y618'})"
"frozenset({'O15335', 'Q05397', 'AndrogenReceptor'})"
"frozenset({'Q16623', 'O95721', 'AndrogenReceptor'})"
"frozenset({'Q96FV0', 'Q9Y2I8', 'AndrogenReceptor'})"
"frozenset({'O60260', 'AndrogenReceptor', 'P51149'})"
"frozenset({'Q96I15', 'AndrogenReceptor', 'Q13177'})"
"frozenset({'AndrogenReceptor', 'Q8N543', 'P06737'})"
"frozenset({'P0DMV9', 'O75161', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q96A49', 'P28070'})"
"frozenset({'Q9NVT9', 'AndrogenReceptor', 'P20336'})"
"frozenset({'Q9ULK5', 'AndrogenReceptor', 'Q9Y6I9'})"
"frozenset({'O75147', 'Q96HA1', 'AndrogenReceptor'})"
"frozenset({'Q6P1M3', 'Q13233', 'AndrogenReceptor'})"
"frozenset({'Q13263', 'Q9UBN6', 'AndrogenReceptor'})"
"frozenset({'Q92797', 'Q05048', 'AndrogenReceptor'})"
"frozenset({'P32121', 'AndrogenReceptor', 'P51148'})"
"frozenset({'P09603', 'P22455', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q15155', 'Q9HAU5'})"
"frozenset({'AndrogenReceptor', 'P50053', 'P35573'})"
"frozenset({'P68104', 'AndrogenReceptor', 'P36578'})"
"frozenset({'P27361', 'AndrogenReceptor', 'Q16559'})"
"frozenset({'O43447', 'AndrogenReceptor', 'Q92802'})"
"frozenset({'AndrogenReceptor', 'P30480', 'P10768'})"
"frozenset({'Q13435', 'Q15910', 'AndrogenReceptor'})"
"frozenset({'O60671', 'AndrogenReceptor', 'Q9BSD3'})"
"frozenset({'Q07325', 'AndrogenReceptor', 'Q9ULY5'})"
"frozenset({'AndrogenReceptor', 'Q8TAX9', 'P18146'})"
"frozenset({'P04085', 'P02751', 'AndrogenReceptor'})"
"frozenset({'Q92597', 'AndrogenReceptor', 'O00141'})"
"frozenset({'P23258', 'AndrogenReceptor', 'Q96L21'})"
"frozenset({'AndrogenReceptor', 'P32881', 'Q01113'})"
"frozenset({'Q03692', 'AndrogenReceptor', 'Q9Y297'})"
"frozenset({'AndrogenReceptor', 'Q9NQ55', 'O75940'})"
"frozenset({'AndrogenReceptor', 'Q9UGJ0', 'P63211'})"
"frozenset({'Q15262', 'AndrogenReceptor', 'P15289'})"
"frozenset({'Q8IZW8', 'Q86UA6', 'AndrogenReceptor'})"
"frozenset({'Q8TAP6', 'P62280', 'AndrogenReceptor'})"
"frozenset({'Q6Q0C1', 'AndrogenReceptor', 'Q9NR28'})"
"frozenset({'Q9UBI6', 'P20226', 'AndrogenReceptor'})"
"frozenset({'Q9HBA0', 'AndrogenReceptor', 'P17252'})"
"frozenset({'Q7Z3K3', 'Q99471', 'AndrogenReceptor'})"
"frozenset({'O00501', 'AndrogenReceptor', 'O75508'})"
"frozenset({'Q9NR30', 'AndrogenReceptor', 'Q9Y6Y0'})"
"frozenset({'Q9UBU9', 'AndrogenReceptor', 'O00567'})"
"frozenset({'Q92905', 'P46779', 'AndrogenReceptor'})"
"frozenset({'Q15075', 'Q9Y2X7', 'AndrogenReceptor'})"
"frozenset({'Q9NWQ9', 'AndrogenReceptor', 'P49901'})"
"frozenset({'Q9H814', 'AndrogenReceptor', 'P22087'})"
"frozenset({'Q9NW64', 'AndrogenReceptor', 'Q13618'})"
"frozenset({'P60520', 'P51841', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O43255', 'Q9Y6H5'})"
"frozenset({'Q9H165', 'AndrogenReceptor', 'Q96TA2'})"
"frozenset({'AndrogenReceptor', 'Q15287', 'O60925'})"
"frozenset({'P32121', 'Q8NGR9', 'AndrogenReceptor'})"
"frozenset({'Q9Y3B8', 'AndrogenReceptor', 'Q9Y4K3'})"
"frozenset({'Q9BVK6', 'AndrogenReceptor', 'Q9UHD8'})"
"frozenset({'Q9Y5B0', 'AndrogenReceptor', 'O94822'})"
"frozenset({'Q92823', 'AndrogenReceptor', 'Q8TBB1'})"
"frozenset({'P98177', 'P24941', 'AndrogenReceptor'})"
"frozenset({'Q92844', 'AndrogenReceptor', 'Q92985'})"
"frozenset({'AndrogenReceptor', 'P61353', 'Q8TDN6'})"
"frozenset({'Q969P6', 'AndrogenReceptor', 'Q9BVL2'})"
"frozenset({'P45973', 'AndrogenReceptor', 'P35226'})"
"frozenset({'Q8IXK0', 'AndrogenReceptor', 'Q8N8X9'})"
"frozenset({'AndrogenReceptor', 'O95260', 'O43247'})"
"frozenset({'Q16643', 'Q15910', 'AndrogenReceptor'})"
"frozenset({'P62841', 'Q8TAP6', 'AndrogenReceptor'})"
"frozenset({'P60953', 'AndrogenReceptor', 'Q9UKN1'})"
"frozenset({'Q7L5Y9', 'AndrogenReceptor', 'P48431'})"
"frozenset({'Q6WCQ1', 'AndrogenReceptor', 'Q00325'})"
"frozenset({'Q9UPM8', 'Q96N21', 'AndrogenReceptor'})"
"frozenset({'Q9NYB0', 'Q8TE68', 'AndrogenReceptor'})"
"frozenset({'Q9BUA6', 'AndrogenReceptor', 'P35579'})"
"frozenset({'Q13829', 'AndrogenReceptor', 'Q15006'})"
"frozenset({'AndrogenReceptor', 'Q15345', 'Q8WWY8'})"
"frozenset({'O94875', 'AndrogenReceptor', 'O43426'})"
"frozenset({'P62263', 'AndrogenReceptor', 'Q13148'})"
"frozenset({'AndrogenReceptor', 'P50570', 'Q7L2J0'})"
"frozenset({'AndrogenReceptor', 'Q96KQ7', 'Q9UPM6'})"
"frozenset({'Q99496', 'AndrogenReceptor', 'O43159'})"
"frozenset({'Q6NZ36', 'AndrogenReceptor', 'Q9UBZ9'})"
"frozenset({'Q8ND25', 'AndrogenReceptor', 'Q93088'})"
"frozenset({'Q7KZ85', 'AndrogenReceptor', 'P68431'})"
"frozenset({'Q9H4L5', 'AndrogenReceptor', 'Q15560'})"
"frozenset({'AndrogenReceptor', 'P11908', 'Q2MV58'})"
"frozenset({'AndrogenReceptor', 'Q92887', 'Q15388'})"
"frozenset({'Q15173', 'AndrogenReceptor', 'Q86US8'})"
"frozenset({'P78347', 'AndrogenReceptor', 'P04629'})"
"frozenset({'AndrogenReceptor', 'P20702', 'P17947'})"
"frozenset({'Q9Y487', 'P00533', 'AndrogenReceptor'})"
"frozenset({'P07099', 'AndrogenReceptor', 'Q9UGM1'})"
"frozenset({'Q5TZK3', 'Q9BYR5', 'AndrogenReceptor'})"
"frozenset({'P49720', 'AndrogenReceptor', 'P04637'})"
"frozenset({'AndrogenReceptor', 'P40337', 'Q01955'})"
"frozenset({'P61586', 'AndrogenReceptor', 'P36897'})"
"frozenset({'Q9UKT4', 'AndrogenReceptor', 'Q9UJX5'})"
"frozenset({'Q14524', 'AndrogenReceptor', 'Q13424'})"
"frozenset({'AndrogenReceptor', 'Q5TB80', 'Q8TEM1'})"
"frozenset({'AndrogenReceptor', 'P68371', 'P54274'})"
"frozenset({'Q12792', 'AndrogenReceptor', 'Q6FI81'})"
"frozenset({'Q8NBT0', 'AndrogenReceptor', 'Q9P270'})"
"frozenset({'Q9H814', 'AndrogenReceptor', 'Q71DI3'})"
"frozenset({'AndrogenReceptor', 'Q8WZ42', 'Q6H8Q1'})"
"frozenset({'AndrogenReceptor', 'Q7L0Q8', 'Q7Z4H4'})"
"frozenset({'Q5T215', 'Q8NBJ4', 'AndrogenReceptor'})"
"frozenset({'Q7L775', 'AndrogenReceptor', 'P08779'})"
"frozenset({'Q92851', 'AndrogenReceptor', 'P10144'})"
"frozenset({'AndrogenReceptor', 'Q6PF18', 'Q9H2S5'})"
"frozenset({'Q8TBZ3', 'P10275', 'AndrogenReceptor'})"
"frozenset({'Q8TAE8', 'Q6P1L8', 'AndrogenReceptor'})"
"frozenset({'Q86Y56', 'Q9HC98', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P60900', 'Q15459'})"
"frozenset({'O43865', 'Q15008', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O75643', 'P11387'})"
"frozenset({'O15524', 'P10721', 'AndrogenReceptor'})"
"frozenset({'Q96BK5', 'AndrogenReceptor', 'Q14103'})"
"frozenset({'Q13620', 'O95817', 'AndrogenReceptor'})"
"frozenset({'O75688', 'AndrogenReceptor', 'Q8N2I9'})"
"frozenset({'Q9BV86', 'O95825', 'AndrogenReceptor'})"
"frozenset({'Q9HCE7', 'AndrogenReceptor', 'P02545'})"
"frozenset({'O14950', 'P63261', 'AndrogenReceptor'})"
"frozenset({'Q92826', 'P14859', 'AndrogenReceptor'})"
"frozenset({'P41594', 'AndrogenReceptor', 'Q9NSC5'})"
"frozenset({'O15144', 'AndrogenReceptor', 'Q96AE4'})"
"frozenset({'P05067', 'Q16777', 'AndrogenReceptor'})"
"frozenset({'Q96RU7', 'AndrogenReceptor', 'Q8IUQ4'})"
"frozenset({'P63215', 'AndrogenReceptor', 'P47898'})"
"frozenset({'Q14999', 'AndrogenReceptor', 'P41252'})"
"frozenset({'Q9BQ89', 'AndrogenReceptor', 'P62993'})"
"frozenset({'O95466', 'AndrogenReceptor', 'O43707'})"
"frozenset({'Q9BZE0', 'Q03989', 'AndrogenReceptor'})"
"frozenset({'Q04206', 'AndrogenReceptor', 'P20591'})"
"frozenset({'P36954', 'AndrogenReceptor', 'P61218'})"
"frozenset({'P62753', 'AndrogenReceptor', 'P36578'})"
"frozenset({'Q93009', 'AndrogenReceptor', 'P02545'})"
"frozenset({'Q92830', 'AndrogenReceptor', 'O15198'})"
"frozenset({'Q71RC2', 'AndrogenReceptor', 'P04629'})"
"frozenset({'AndrogenReceptor', 'Q16666', 'Q9Y2P8'})"
"frozenset({'AndrogenReceptor', 'Q13356', 'P07900'})"
"frozenset({'P62873', 'AndrogenReceptor', 'Q8NGY6'})"
"frozenset({'Q14974', 'Q16658', 'AndrogenReceptor'})"
"frozenset({'Q96FC9', 'AndrogenReceptor', 'O75461'})"
"frozenset({'P42229', 'P16871', 'AndrogenReceptor'})"
"frozenset({'Q13620', 'AndrogenReceptor', 'P61457'})"
"frozenset({'AndrogenReceptor', 'P31751', 'Q07817'})"
"frozenset({'P17480', 'AndrogenReceptor', 'Q9NV56'})"
"frozenset({'AndrogenReceptor', 'P11142', 'Q92547'})"
"frozenset({'AndrogenReceptor', 'Q8TEQ6', 'O60925'})"
"frozenset({'Q9UNE7', 'P06730', 'AndrogenReceptor'})"
"frozenset({'Q8NFJ5', 'AndrogenReceptor', 'P61160'})"
"frozenset({'Q9UIA9', 'Q99853', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P07333', 'Q15147'})"
"frozenset({'AndrogenReceptor', 'O75688', 'Q38SD2'})"
"frozenset({'Q9HCE1', 'P17152', 'AndrogenReceptor'})"
"frozenset({'Q96FF9', 'AndrogenReceptor', 'Q8N9R8'})"
"frozenset({'P04259', 'AndrogenReceptor', 'Q9BYV2'})"
"frozenset({'P04183', 'AndrogenReceptor', 'Q15784'})"
"frozenset({'P01106', 'P54578', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'A2A3N6', 'Q16186'})"
"frozenset({'P68400', 'AndrogenReceptor', 'O75122'})"
"frozenset({'Q13422', 'AndrogenReceptor', 'P61024'})"
"frozenset({'P49736', 'P24385', 'AndrogenReceptor'})"
"frozenset({'Q13185', 'AndrogenReceptor', 'P16401'})"
"frozenset({'O00303', 'AndrogenReceptor', 'O15457'})"
"frozenset({'AndrogenReceptor', 'Q92922', 'Q86VP6'})"
"frozenset({'O15273', 'AndrogenReceptor', 'Q16082'})"
"frozenset({'P35579', 'AndrogenReceptor', 'P0DP23'})"
"frozenset({'P53667', 'AndrogenReceptor', 'Q9NZ71'})"
"frozenset({'Q16740', 'P15954', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9P2Y5', 'Q66LE6'})"
"frozenset({'AndrogenReceptor', 'Q16531', 'Q9UQL6'})"
"frozenset({'P62891', 'AndrogenReceptor', 'P27635'})"
"frozenset({'AndrogenReceptor', 'P00533', 'Q99460'})"
"frozenset({'Q12809', 'AndrogenReceptor', 'O95816'})"
"frozenset({'P17612', 'Q8NGY9', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P29033', 'O60493'})"
"frozenset({'O94985', 'AndrogenReceptor', 'O60318'})"
"frozenset({'Q12789', 'Q99496', 'AndrogenReceptor'})"
"frozenset({'P29353', 'AndrogenReceptor', 'Q13485'})"
"frozenset({'Q8WX92', 'P19174', 'AndrogenReceptor'})"
"frozenset({'Q9UBP8', 'AndrogenReceptor', 'P12980'})"
"frozenset({'Q9Y2X0', 'AndrogenReceptor', 'O43542'})"
"frozenset({'Q15910', 'AndrogenReceptor', 'Q9Y2T1'})"
"frozenset({'AndrogenReceptor', 'Q9Y5U4', 'Q16186'})"
"frozenset({'P27797', 'AndrogenReceptor', 'P62258'})"
"frozenset({'AndrogenReceptor', 'Q9UBK2', 'Q16539'})"
"frozenset({'Q92876', 'AndrogenReceptor', 'Q01955'})"
"frozenset({'Q15003', 'AndrogenReceptor', 'Q92538'})"
"frozenset({'AndrogenReceptor', 'P11142', 'O43918'})"
"frozenset({'P07437', 'P55010', 'AndrogenReceptor'})"
"frozenset({'P19174', 'AndrogenReceptor', 'P51816'})"
"frozenset({'P37173', 'AndrogenReceptor', 'Q03167'})"
"frozenset({'Q99759', 'AndrogenReceptor', 'P08754'})"
"frozenset({'Q9NRC1', 'AndrogenReceptor', 'O43300'})"
"frozenset({'P43246', 'Q15436', 'AndrogenReceptor'})"
"frozenset({'O43889', 'Q03518', 'AndrogenReceptor'})"
"frozenset({'P49720', 'AndrogenReceptor', 'P61289'})"
"frozenset({'Q96KC8', 'P11021', 'AndrogenReceptor'})"
"frozenset({'Q15843', 'AndrogenReceptor', 'Q6PID8'})"
"frozenset({'P62937', 'AndrogenReceptor', 'P26368'})"
"frozenset({'P09429', 'Q6RW13', 'AndrogenReceptor'})"
